word_bw	word_ar	lemma_bw	lemma_ar	pos	stem_bw	stem_ar	gloss	root_bw	root_ar
kEqlk	كعقلك	Eaqol	عَقْل	noun	Eaqol	عَقْل	like;such_as+mind;intellect;brain+your	E.q.l	ع.ق.ل
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
Abw	ابو	>abuw	أَبُو	noun_prop	>abuw	أَبُو	Abu	#.b.#	#.ب.#
trykp	تريكة	tariykap	تَرِيكَة	noun	tariyk	تَرِيك	spinster+[fem.sg.]	t.r.k	ت.ر.ك
Ant	انت	>anota	أَنْتَ	pron	>anota	أَنْتَ	you_[masc.sg.]	#.n	#.ن
fElA	فعلا	fiEol	فِعْل	noun	fiEol	فِعْل	verb+[acc.indef.]	f.E.l	ف.ع.ل
kbyr	كبير	kabiyr	كَبِير	adj	kabiyr	كَبِير	large;great;important+[indef.gen.]	k.b.r	ك.ب.ر
Eks	عكس	Eakos	عَكْس	noun	Eakos	عَكْس	opposite;contrary+[def.acc.]	E.k.s	ع.ك.س
Al<nsjAm	الإنسجام	{inosijAm	ٱِنْسِجام	noun	{inosijAm	ٱِنْسِجام	the+fluency;harmony	s.j.m	س.ج.م
byn	بين	bay~in	بَيِّن	noun	bay~in	بَيِّن	clear;evident;explicit+[def.acc.]	b.#.n	ب.#.ن
AllAEbyn	اللاعبين	lAEib	لاعِب	noun	lAEib	لاعِب	the+player;athlete+[masc.pl.]	l.E.b	ل.ع.ب
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
Almdrb	المدرب	mudar~ib	مُدَرِّب	noun	mudar~ib	مُدَرِّب	the+trainer;coach;instructor+[def.gen.]	d.r.b	د.ر.ب
Aljyd	الجيد	jay~id	جَيِّد	adj	jay~id	جَيِّد	the+good+[def.gen.]	j.#.d	ج.#.د
>Hd	أحد	>aHad	أَحَد	noun	>aHad	أَحَد	one;someone+[def.nom.]	#.H.d	#.ح.د
>hm	أهم	>aham~	أَهَمّ	noun	>aham~	أَهَمّ	more;most_important+[def.acc.]	h.m.m	ه.م.م
>sbAb	أسباب	sabab	سَبَب	noun	>asobAb	أَسْباب	reasons;causes+[def.gen.]	s.b.b	س.ب.ب
Alfwz	الفوز	fawoz	فَوْز	noun	fawoz	فَوْز	the+victory+[def.gen.]	f.#.z	ف.#.ز
bAlbTwlAt	بالبطولات	buTuwlap	بُطُولَة	noun	buTuwl	بُطُول	with;by_+_the+championship;starring_role;heroism+[fem.pl.]	b.T.l	ب.ط.ل
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
>hm	أهم	>aham~	أَهَمّ	noun	>aham~	أَهَمّ	more;most_important+[def.acc.]	h.m.m	ه.م.م
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
kwn	كون	kawon	كَوْن	noun	kawon	كَوْن	being+[def.acc.]	k.#.n	ك.#.ن
h&lA'	هؤلاء	h`*A	هٰذا	pron_dem	h`&ulA'i	هٰؤُلاءِ	these	h	ه
AllAEbwn	اللاعبون	lAEib	لاعِب	noun	lAEib	لاعِب	the+player;athlete+[masc.pl.]	l.E.b	ل.ع.ب
mHtrfwn	محترفون	muHotarif	مُحْتَرِف	noun	muHotarif	مُحْتَرِف	professional;expert+[masc.pl.]	H.r.f	ح.ر.ف
>w	أو	>aw	أَو	conj	>aw	أَو	or	#.#.n	#.#.ن
mHlywn	محليون	maHal~iy~	مَحَلِّيّ	adj	maHal~iy~	مَحَلِّيّ	local+[masc.pl.]	H.l.l	ح.ل.ل
nfsY	نفسى	nafos	نَفْس	noun	nafos	نَفْس	same;self+my	n.f.s	ن.ف.س
mrp	مرة	mar~ap	مَرَّة	noun	mar~	مَرّ	once;one_time+[fem.sg.]	m.r.r	م.ر.ر
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
HyAtY	حياتى	HayAp	حَياة	noun	HayA	حَيا	life+my_two	H.#.#	ح.#.#
A$wfk	اشوفك	$Af	شاف	verb	$uwf	شُوف	I+look+you	$.#.f	ش.#.ف
Aljdwl	الجدول	jadowal	جَدْوَل	noun	jadowal	جَدْوَل	the+schedule;chart+[def.nom.]	j.d.#.l	ج.د.#.ل
Edl	عدل	Eadal	عَدَل	verb	Eadal	عَدَل	act_justly+he;it_<verb>	E.d.l	ع.د.ل
Ant	انت	>anota	أَنْتَ	pron	>anota	أَنْتَ	you_[masc.sg.]	#.n	#.ن
fkrtnY	فكرتنى	fak~ar	فَكَّر	verb	fak~ar	فَكَّر	think;consider;ponder+it;they;she_<verb>_me	f.k.r	ف.ك.ر
bElA'	بعلاء	EalA'	عَلاء	noun_prop	EalA'	عَلاء	by;with+Alaa	E.l.#	ع.ل.#
wlY	ولى	wal~aY	وَلَّى	verb	wal~aY	وَلَّى	put_in_charge;entrust;commission+he;it_<verb>	#.l.#	#.ل.#
Aldyn	الدين	diyn	دِين	noun	diyn	دِين	the+religion+[def.gen.]	d.#.n	د.#.ن
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
fylm	فيلم	fiylom	فِيلْم	noun	fiylm	فِيلم	film;movie+[def.nom.]	NTWS	NTWS
AlnAZr	الناظر	nAZir	ناظِر	noun	nAZir	ناظِر	the+looking;observer;supervisor+[def.gen.]	n.Z.r	ن.ظ.ر
whw	وهو	huwa	هُوَ	pron	huwa	هُوَ	and+it;he	h	ه
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
qbylp	قبيلة	qabiylap	قَبِيلَة	noun	qabiyl	قَبِيل	tribe+[fem.sg.]	q.b.l	ق.ب.ل
fqdt	فقدت	faqad	فَقَد	verb	faqad	فَقَد	lose+it;they;she_<verb>	f.q.d	ف.ق.د
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
AlSHrA'	الصحراء	SaHorA'	صَحْراء	noun	SaHorA'	صَحْراء	the+desert+[def.gen.]	S.H.r	ص.ح.ر
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
AyAm	ايام	yawom	يَوْم	noun	>ay~Am	أَيّام	days+[indef.gen.]	#.#.m	#.#.م
AljAhlyp	الجاهلية	jAhiliy~ap	جاهِلِيَّة	noun	jAhiliy~	جاهِلِيّ	the+Jahiliya_(pre-Islam);ignorance+[fem.sg.]	j.h.l	ج.ه.ل
wlm	ولم	lam	لَم	part_neg	lam	لَم	and+not	l.m	ل.م
ystTyE	يستطيع	{isotaTAE	ٱِسْتَطاع	verb	sotaTiyE	سْتَطِيع	he;it+be_able;be_capable	T.#.E	ط.#.ع
AlAstdlAl	الاستدلال	{isotidolAl	ٱِسْتِدْلال	noun	{isotidolAl	ٱِسْتِدْلال	the+argumentation;inference;proof	d.l.l	د.ل.ل
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
mkAnhA	مكانها	makAn	مَكان	noun	makAn	مَكان	place;location;position+its;their;her	k.#.n	ك.#.ن
HtY	حتى	Hat~aY	حَتَّى	prep	Hat~aY	حَتَّى	until;up_to	H.t.t	ح.ت.ت
AlAn	الان	|n	آن	noun	|n	آن	the+time;moment+[def.acc.]	#.#.n	#.#.ن
A*kr	اذكر	*akar	ذَكَر	verb	*okur	ذْكُر	I+mention;cite;remember	*.k.r	ذ.ك.ر
mkAn	مكان	makAn	مَكان	noun	makAn	مَكان	place;location;position+[indef.gen.]	k.#.n	ك.#.ن
AlqAflp	القافلة	qAfil	قافِل	noun	qAfil	قافِل	the+coming_home;returning+[fem.sg.]	q.f.l	ق.ف.ل
bAltHdyd	بالتحديد	taHodiyd	تَحْدِيد	noun	taHodiyd	تَحْدِيد	with;by_+_the+delimitation;specification;definition+[def.gen.]	H.d.d	ح.د.د
tlwH	تلوح	lAH	لاح	verb	luwH	لُوح	it;they;she+appear;seem	l.#.H	ل.#.ح
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
Al>fq	الأفق	>ufuq	أُفُق	noun	>ufuq	أُفُق	the+horizon+[def.gen.]	#.f.q	#.ف.ق
bwAdr	بوادر	bAdirap	بادِرَة	noun	bawAdir	بَوادِر	gestures;first_signs+[def.nom.]	b.d.r	ب.د.ر
>zmp	أزمة	>azomap	أَزْمَة	noun	>azom	أَزْم	crisis+[fem.sg.]	#.z.m	#.ز.م
jdydp	جديدة	jadiyd	جَدِيد	adj	jadiyd	جَدِيد	new;modern+[fem.sg.]	j.d.d	ج.د.د
byn	بين	bay~in	بَيِّن	noun	bay~in	بَيِّن	clear;evident;explicit+[def.acc.]	b.#.n	ب.#.ن
AljhAz	الجهاز	jihAz	جِهاز	noun	jihAz	جِهاز	the+apparatus;equipment;appliance;system+[def.gen.]	j.h.z	ج.ه.ز
Alfny	الفني	fan~iy~	فَنِّيّ	adj	fan~iy~	فَنِّيّ	the+technical;artistic+[def.gen.]	f.n.n	ف.ن.ن
llfryq	للفريق	fariyq	فَرِيق	noun	fariyq	فَرِيق	to;for_+_the+team;band+[def.gen.]	f.r.q	ف.ر.ق
Alkrwy	الكروي	kurawiy~	كُرَوِيّ	adj	kurawiy~	كُرَوِيّ	the+soccer-related;(sports)_ball-related+[def.gen.]	k.r.#	ك.ر.#
Al>wl	الأول	>aw~al	أَوَّل	adj	>aw~al	أَوَّل	the+first+[def.gen.]	#.#.l	#.#.ل
bAlnAdy	بالنادي	nAdiy	نادِي	noun	nAdiy	نادِي	with;by_+_the+club;association	n.d.#	ن.د.#
Al>hly	الأهلي	>aholiy~	أَهْلِيّ	adj	>aholiy~	أَهْلِيّ	the+civil;domestic;family+[def.gen.]	#.h.l	#.ه.ل
wnZyrh	ونظيره	naZiyr	نَظِير	noun	naZiyr	نَظِير	and+counterpart;opposite_number;colleague;peer+its;his	n.Z.r	ن.ظ.ر
bAlmntxb	بالمنتخب	munotaxab	مُنْتَخَب	noun	munotaxab	مُنْتَخَب	with;by_+_the+elected_candidate;elect+[def.gen.]	n.x.b	ن.خ.ب
AlwTny	الوطني	waTaniy~	وَطَنِيّ	adj	waTaniy~	وَطَنِيّ	the+nationalist+[def.gen.]	#.T.n	#.ط.ن
bsbb	بسبب	sabab	سَبَب	noun	sabab	سَبَب	by;with+reason;cause+[def.gen.]	s.b.b	س.ب.ب
mbArAp	مباراة	mubArAp	مُباراة	noun	mubArA	مُبارا	match;game;competition+[fem.sg.]	b.r.#	ب.ر.#
kwt	كوت	kuwt	كُوت	noun_prop	kuwt	كُوت	Cote	NTWS	NTWS
dyfwAr	ديفوار	diyfuwAr	دِيفُوار	noun_prop	diyfuwAr	دِيفُوار	d'Ivoire	NTWS	NTWS
Alwdyp	الودية	wud~iy~	وُدِّيّ	adj	wud~iy~	وُدِّيّ	the+friendly;amicable+[fem.sg.]	#.d.d	#.د.د
Alty	التي	Al~a*iy	الَّذِي	pron_rel	Al~atiy	الَّتِي	which;who;whom_[fem.sg.]	#.l	#.ل
stqAm	ستقام	>aqAm	أَقام	verb	qAm	قام	will_+_it;they;she+take_place;be_installed;be_established	q.#.m	ق.#.م
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
frnsA	فرنسا	faranosA	فَرَنْسا	noun_prop	faranosA	فَرَنْسا	France	NTWS	NTWS
ywm	يوم	yawom	يَوْم	noun	yawom	يَوْم	day+[def.acc.]	#.#.m	#.#.م
٢١	٢١	٢١	٢١	digit	٢١	٢١	٢١	DIGIT	DIGIT
>gsTs	أغسطس	>agusoTus	أَغُسْطُس	noun_prop	>agusoTus	أَغُسْطُس	August	NTWS	NTWS
Almqbl	المقبل	muqobil	مُقْبِل	adj	muqobil	مُقْبِل	the+next;coming;approaching+[def.gen.]	q.b.l	ق.ب.ل
fDA}l	فضائل	faDiylap	فَضِيلَة	noun	faDA}il	فَضائِل	virtues+[def.gen.]	f.D.l	ف.ض.ل
Alqr|n	القرآن	quro|n	قُرْآن	noun_prop	quro|n	قُرْآن	the+Quran+[def.gen.]	q.r.#	ق.ر.#
wtlAwth	وتلاوته	tilAwap	تِلاوَة	noun	tilAw	تِلاو	while+recitation+his;its	t.l.#	ت.ل.#
l	ل	li	لِ	prep	li	لِ	for;to	NTWS	NTWS
wHAjAt	وحاجات	HAjap	حاجَة	noun	HAj	حاج	and+need;thing+[fem.pl.]	H.#.j	ح.#.ج
Axr	اخر	|xar	آخَر	adj	|xar	آخَر	other;another;latest+[def.gen.]	#.x.r	#.خ.ر
lgbTh	لغبطه	giboTap	غِبْطَة	noun	giboT	غِبْط	indeed;truly+happiness;delight+[fem.sg.]	g.b.T	غ.ب.ط
kvrp	كثرة	kavorap	كَثْرَة	noun	kavor	كَثْر	abundance;frequency+[fem.sg.]	k.v.r	ك.ث.ر
mjAlsp	مجالسة	majolis	مَجْلِس	noun	majAlis	مَجالِس	councils;boards+its;his	j.l.s	ج.ل.س
Al>gnyA'	الأغنياء	ganiy~	غَنِيّ	noun	>agoniyA'	أَغْنِياء	the+rich;wealthy	g.n.#	غ.ن.#
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
>hl	أهل	>ahol	أَهْل	noun	>ahol	أَهْل	qualified+[def.gen.]	#.h.l	#.ه.ل
AldnyA	الدنيا	dunoyA	دُنْيا	noun	dunoyA	دُنْيا	the+world;near;low;inferior	d.n.#	د.ن.#
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I	#.n	#.ن
byh	بيه	bak	بَك	noun_prop	biyh	بِيه	Bey	NTWS	NTWS
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I	#.n	#.ن
bHb	بحب	Hub~	حُبّ	noun	Hub~	حُبّ	by;with+love;affection+[indef.gen.]	H.b.b	ح.ب.ب
Almkrwnp	المكرونة	makaruwnap	مَكَرُونَة	noun	makaruwn	مَكَرُون	the+macaroni+[fem.sg.]	NTWS	NTWS
AwY	اوى	>awaY	أَوَى	verb	>awaY	أَوَى	retire;seek_shelter+he;it_<verb>	#.#.#	#.#.#
mA	ما	mA	ما	pron_rel	mA	ما	what	m.#	م.#
tAkl	تاكل	>akal	أَكَل	verb	>okul	أْكُل	it;they;she+eat;consume	#.k.l	#.ك.ل
$krA	شكرا	$ukor	شُكْر	noun	$ukor	شُكْر	thankfulness;thanks+[acc.indef.]	$.k.r	ش.ك.ر
lkl	لكل	kul~	كُلّ	noun	kul~	كُلّ	for;to+every;all+[def.gen.]	k.l.l	ك.ل.ل
Alrdwd	الردود	rad~	رَدّ	noun	ruduwd	رُدُود	the+replies	r.d.d	ر.د.د
Alm$Arkh	المشاركه	mu$Arakap	مُشارَكَة	noun	mu$Arak	مُشارَك	the+participation;association+[fem.sg.]	$.r.k	ش.ر.ك
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
AlmwDwE	الموضوع	mawoDuwE	مَوْضُوع	noun	mawoDuwE	مَوْضُوع	the+subject;theme;issue+[def.gen.]	#.D.E	#.ض.ع
wAlty	والتي	Al~a*iy	الَّذِي	pron_rel	Al~atiy	الَّتِي	and+which;who;whom_[fem.sg.]	#.l	#.ل
tzyd	تزيد	zAd	زاد	verb	ziyd	زِيد	it;they;she+increase;exceed;add	z.#.d	ز.#.د
llmwDwE	للموضوع	mawoDuwE	مَوْضُوع	noun	mawoDuwE	مَوْضُوع	to;for_+_the+subject;theme;issue+[def.gen.]	#.D.E	#.ض.ع
Alkvyr	الكثير	kaviyr	كَثِير	noun	kaviyr	كَثِير	the+many;much;numerous+[def.acc.]	k.v.r	ك.ث.ر
wAlkvyr	والكثير	kaviyr	كَثِير	noun	kaviyr	كَثِير	and_+_the+many;much;numerous+[def.nom.]	k.v.r	ك.ث.ر
wAsf	واسف	>asaf	أَسَف	noun	>asaf	أَسَف	while+regret;sorry	#.s.f	#.س.ف
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
Alt>xyr	التأخير	ta>oxiyr	تَأْخِير	noun	ta>oxiyr	تَأْخِير	the+delay+[def.gen.]	#.x.r	#.خ.ر
bsbb	بسبب	sabab	سَبَب	noun	sabab	سَبَب	by;with+reason;cause+[def.gen.]	s.b.b	س.ب.ب
AlAn$gAl	الانشغال	{ino$igAl	ٱِنْشِغال	noun	{ino$igAl	ٱِنْشِغال	the+preoccupied;busy;occupation+[def.gen.]	$.g.l	ش.غ.ل
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
AlEml	العمل	Eamal	عَمَل	noun	Eamal	عَمَل	the+work;action+[def.gen.]	E.m.l	ع.م.ل
Axr	اخر	|xar	آخَر	adj	|xar	آخَر	other;another;latest+[def.gen.]	#.x.r	#.خ.ر
ywm	يوم	yawom	يَوْم	noun	yawom	يَوْم	day+[def.acc.]	#.#.m	#.#.م
Tb	طب	Tib~	طِبّ	noun	Tib~	طِبّ	medicine;medical_treatment+[def.gen.]	T.b.b	ط.ب.ب
mEAk	معاك	miEaY	مِعَى	noun	miEA	مِعا	intestines;entrails+your	m.E.#	م.ع.#
bAltwfyq	بالتوفيق	tawofiyq	تَوْفِيق	noun	tawofiyq	تَوْفِيق	with;by_+_the+success;successful_outcome;conformation	#.f.q	#.ف.ق
llmntxb	للمنتخب	munotaxab	مُنْتَخَب	noun	munotaxab	مُنْتَخَب	to;for_+_the+elected_candidate;elect+[def.gen.]	n.x.b	ن.خ.ب
An	ان	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that	#.n.n	#.ن.ن
$A'	شاء	$A'	شاء	verb	$A'	شاء	want;desire;wish+he;it_<verb>	$.#.#	ش.#.#
Allh	الله	All~ah	اللَّه	noun_prop	All~`h	اللّٰه	Allah;God	#.l.h	#.ل.ه
Alfwz	الفوز	fawoz	فَوْز	noun	fawoz	فَوْز	the+victory+[def.gen.]	f.#.z	ف.#.ز
lmSr	لمصر	miSor	مِصْر	noun_prop	miSor	مِصْر	for;to+Egypt	m.S.r	م.ص.ر
Abw	ابو	>abuw	أَبُو	noun_prop	>abuw	أَبُو	Abu	#.b.#	#.ب.#
ryAD	رياض	riyAD	رِياض	noun_prop	riyAD	رِياض	Riyadh	r.#.D	ر.#.ض
AntA	انتا	|n	آن	verb	|n	آن	arrive;approach+they_(both)_<verb>	#.#.n	#.#.ن
mtAkd	متاكد	muta>ak~id	مُتَأَكِّد	noun	muta>ak~id	مُتَأَكِّد	certain;sure	#.k.d	#.ك.د
An	ان	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that	#.n.n	#.ن.ن
HsAm	حسام	HusAm	حُسام	noun_prop	HusAm	حُسام	Husam	H.s.m	ح.س.م
Hsn	حسن	Hasan	حَسَن	noun_prop	Hasan	حَسَن	Hassan	H.s.n	ح.س.ن
kAn	كان	kAn	كان	verb	kAn	كان	was;were+he;it_<verb>	k.#.n	ك.#.ن
mE	مع	maE	مَع	prep	maEa	مَعَ	with	mE	مع
AldfAE	الدفاع	difAE	دِفاع	noun	difAE	دِفاع	the+defense+[def.gen.]	d.f.E	د.ف.ع
hw	هو	huwa	هُوَ	pron	huwa	هُوَ	it;he	h	ه
AllY	اللى	lay~	لَيّ	noun	lay~	لَيّ	the+distortion;contortion	l.#.#	ل.#.#
xsrkm	خسركم	xasir	خَسِر	verb	xasir	خَسِر	lose+he;it_<verb>_you	x.s.r	خ.س.ر
sybw	سيبو	siybuw	سِيبُو	noun_prop	siybuw	سِيبُو	Sipo	NTWS	NTWS
hAnY	هانى	hAniy	هانِي	noun_prop	hAniy	هانِي	Hani	h.n.#	ه.ن.#
sEyd	سعيد	saEiyd	سَعِيد	noun_prop	saEiyd	سَعِيد	Said;Saeed	s.E.d	س.ع.د
bqY	بقى	baqiy	بَقِي	verb	baqiy	بَقِي	remain;last+he;it_<verb>	b.q.#	ب.ق.#
Hd	حد	Had~	حَدّ	noun	Had~	حَدّ	stop;halt+[indef.gen.]	H.d.d	ح.د.د
yjyb	يجيب	>ajAb	أَجاب	verb	jiyb	جِيب	he;it+answer;reply;comply	j.#.b	ج.#.ب
lAEb	لاعب	lAEib	لاعِب	noun	lAEib	لاعِب	player;athlete+[indef.gen.]	l.E.b	ل.ع.ب
m$	مش	ma$~	مَشّ	noun	ma$~	مَشّ	maceration;soaking	m.$.$	م.ش.ش
EAwzkm	عاوزكم	EAwiz	عاوِز	noun	EAwiz	عاوِز	wanting;needing+your	E.#.z	ع.#.ز
wAllh	والله	All~ah	اللَّه	noun_prop	All~`h	اللّٰه	[part.]+Allah;God	#.l.h	#.ل.ه
AlEZym	العظيم	EaZiym	عَظِيم	noun_prop	EaZiym	عَظِيم	the+Azim;Azeem	E.Z.m	ع.ظ.م
mA	ما	mA	ما	pron_rel	mA	ما	what	m.#	م.#
AqSd	اقصد	qaSad	قَصَد	verb	qoSid	قْصِد	I+intend;mean;pursue	q.S.d	ق.ص.د
Anh	انه	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that+it;he	#.n.n	#.ن.ن
E$An	عشان	Eu$~	عُشّ	noun	Eu$~	عُشّ	nest+two	E.$.$	ع.ش.ش
AlAhlY	الاهلى	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	the+Ahly;Ahli	#.h.l	#.ه.ل
mmkn	ممكن	mumokin	مُمْكِن	adj	mumokin	مُمْكِن	possible+[indef.gen.]	m.k.n	م.ك.ن
yrjE	يرجع	rajaE	رَجَع	verb	rojiE	رْجِع	he;it+return	r.j.E	ر.ج.ع
AlAsmAEylY	الاسماعيلى	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	the+Ismaili	NTWS	NTWS
Aw	او	>aw	أَو	conj	>aw	أَو	or	#.#.n	#.#.ن
yHtrf	يحترف	{iHotaraf	ٱِحْتَرَف	verb	Hotarif	حْتَرِف	he;it+do_professionally	H.r.f	ح.ر.ف
HtY	حتى	Hat~aY	حَتَّى	prep	Hat~aY	حَتَّى	until;up_to	H.t.t	ح.ت.ت
lkn	لكن	l`kin~a	لٰكِنَّ	conj	l`kin~a	لٰكِنَّ	however	l.k.n	ل.ك.ن
yEnY	يعنى	EanaY	عَنَى	verb	EonaY	عْنَى	he;it+be_meant;be_signified	E.n.#	ع.ن.#
Ayh	ايه	<iyh	إِيه	abbrev	<iyh	إِيه	A.	NTWS	NTWS
Ajbr	اجبر	>ajobar	أَجْبَر	verb	>ajobar	أَجْبَر	force;compel+he;it_<verb>	j.b.r	ج.ب.ر
lAEb	لاعب	lAEib	لاعِب	noun	lAEib	لاعِب	player;athlete+[indef.gen.]	l.E.b	ل.ع.ب
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
qDyh	قضيه	qaDiy~ap	قَضِيَّة	noun	qaDiy~	قَضِيّ	problem;issue+[fem.sg.]	q.D.#	ق.ض.#
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
m$	مش	ma$~	مَشّ	noun	ma$~	مَشّ	maceration;soaking	m.$.$	م.ش.ش
EArf	عارف	EArif	عارِف	noun_prop	EArif	عارِف	Arif;Aref	E.r.f	ع.ر.ف
Ayh	ايه	<iyh	إِيه	abbrev	<iyh	إِيه	A.	NTWS	NTWS
Tb	طب	Tib~	طِبّ	noun	Tib~	طِبّ	medicine;medical_treatment+[def.gen.]	T.b.b	ط.ب.ب
mA	ما	mA	ما	pron_rel	mA	ما	what	m.#	م.#
hw	هو	huwa	هُوَ	pron	huwa	هُوَ	it;he	h	ه
mhmA	مهما	muhim~	مُهِمّ	adj	muhim~	مُهِمّ	important;serious+[acc.indef.]	h.m.m	ه.م.م
Eml	عمل	Eamal	عَمَل	noun	Eamal	عَمَل	work;action+[indef.gen.]	E.m.l	ع.م.ل
m$	مش	ma$~	مَشّ	noun	ma$~	مَشّ	maceration;soaking	m.$.$	م.ش.ش
gSb	غصب	gaSob	غَصْب	noun	gaSob	غَصْب	extortion;coercion;usurpation	g.S.b	غ.ص.ب
Enh	عنه	Ean	عَن	prep	Ean	عَن	from;about+it;him	E.n	ع.ن
AltEAdl	التعادل	taEAdul	تَعادُل	noun	taEAdul	تَعادُل	the+compensation;equitable_distribution+[def.gen.]	E.d.l	ع.د.ل
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
AlTA}f	الطائف	TA}if	طائِف	noun_prop	TA}if	طائِف	the+Ta'if_(S.Ar.)	T.#.f	ط.#.ف
AlY	الى	<ilaY	إِلَى	prep	<ilaY	إِلَى	to;towards	#.l.#	#.ل.#
kl	كل	kul~	كُلّ	noun	kul~	كُلّ	every;all+[def.gen.]	k.l.l	ك.ل.ل
mSry	مصري	miSoriy~	مِصْرِيّ	adj	miSoriy~	مِصْرِيّ	Egyptian+[indef.gen.]	m.S.r	م.ص.ر
wAlY	والى	<ilaY	إِلَى	prep	<ilaY	إِلَى	and+to;towards	#.l.#	#.ل.#
kl	كل	kul~	كُلّ	noun	kul~	كُلّ	every;all+[def.gen.]	k.l.l	ك.ل.ل
Awk	اوك	>uwk	أُوك	noun_prop	>uwk	أُوك	Oak	NTWS	NTWS
wbAltwfyq	وبالتوفيق	tawofiyq	تَوْفِيق	noun	tawofiyq	تَوْفِيق	while_+_with;by_the+success;successful_outcome;conformation	#.f.q	#.ف.ق
AEdAdy	اعدادي	Eadad	عَدَد	noun	>aEodAd	أَعْداد	numbers;issues+my	E.d.d	ع.د.د
211453	211453	211453	211453	digit	211453	211453	211453	DIGIT	DIGIT
vAnwy	ثانوي	vAnawiy~	ثانَوِيّ	adj	vAnawiy~	ثانَوِيّ	secondary+[indef.gen.]	v.n.#	ث.ن.#
Adby	ادبي	>adab	أَدَب	noun	>adab	أَدَب	literature;good_manners;etiquette+my_two	#.d.b	#.د.ب
9488	9488	9488	9488	digit	9488	9488	9488	DIGIT	DIGIT
bs	بس	bas~	بَسّ	verb	bas~	بَسّ	crush;pulverize+he;it_<verb>	b.s.s	ب.س.س
AlSrAHh	الصراحه	SarAHap	صَراحَة	noun	SarAH	صَراح	the+sincerity;candor;frankness+[fem.sg.]	S.r.H	ص.ر.ح
njm	نجم	najom	نَجْم	noun	najom	نَجْم	star;constellation	n.j.m	ن.ج.م
AllqA'	اللقاء	liqA'	لِقاء	noun	liqA'	لِقاء	the+meeting;encounter;interview+[def.gen.]	l.q.#	ل.ق.#
kAn	كان	kAn	كان	verb	kAn	كان	was;were+he;it_<verb>	k.#.n	ك.#.ن
HmdY	حمدى	Hamodiy	حَمْدِي	noun_prop	Hamodiy	حَمْدِي	Hamdi	H.m.d	ح.م.د
$EbAn	شعبان	$aEobAn	شَعْبان	noun_prop	$aEobAn	شَعْبان	Sha'ban_(month)	$.E.b	ش.ع.ب
wAllh	والله	All~ah	اللَّه	noun_prop	All~`h	اللّٰه	[part.]+Allah;God	#.l.h	#.ل.ه
Hkm	حكم	Hukom	حُكْم	noun	Hukom	حُكْم	judgment;decision+[def.gen.]	H.k.m	ح.ك.م
mmtAz	ممتاز	mumotAz	مُمْتاز	adj	mumotAz	مُمْتاز	privileged;favored+[indef.nom.]	m.#.z	م.#.ز
An	ان	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that	#.n.n	#.ن.ن
$A'	شاء	$A'	شاء	verb	$A'	شاء	want;desire;wish+he;it_<verb>	$.#.#	ش.#.#
Allh	الله	All~ah	اللَّه	noun_prop	All~`h	اللّٰه	Allah;God	#.l.h	#.ل.ه
hAnY	هانى	hAniy	هانِي	noun_prop	hAniy	هانِي	Hani	h.n.#	ه.ن.#
sEyd	سعيد	saEiyd	سَعِيد	noun_prop	saEiyd	سَعِيد	Said;Saeed	s.E.d	س.ع.د
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the+Zamalek	z.m.l.k	ز.م.ل.ك
AlgzAl	الغزال	gazAl	غَزال	noun_prop	gazAl	غَزال	the+Ghazal	g.z.l	غ.ز.ل
